epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,64.2054,1.75333,4.11009,1.56043,0.00751,1,0.25981,0.15588,1.7706,4.13326,2.18214,0.000250627,0.000250627,0.000250627
15,68.5138,1.35479,3.42411,1.4657,0.00718,1,0.50349,0.25194,1.85136,4.18619,2.30482,0.000262015,0.000262015,0.000262015
16,72.6923,1.59936,3.49452,1.72457,0.00718,1,0.50349,0.25194,1.85136,4.18619,2.30482,0.000272412,0.000272412,0.000272412
17,77.0346,1.8758,4.79081,1.91486,0.00718,1,0.50349,0.25194,1.85136,4.18619,2.30482,0.00028182,0.00028182,0.00028182
18,81.9463,1.65273,3.84064,1.50665,0.0074,1,0.50165,0.24999,1.9905,4.08717,2.4062,0.000290237,0.000290237,0.000290237
19,86.1326,1.47422,3.46211,1.50994,0.0074,1,0.50165,0.24999,1.9905,4.08717,2.4062,0.000297665,0.000297665,0.000297665
20,90.4829,1.57736,3.50571,1.67856,0.0074,1,0.50165,0.24999,1.9905,4.08717,2.4062,0.000304103,0.000304103,0.000304103
21,95.0319,2.02712,4.00587,1.72486,0.00259,0.5,0.4975,0.2985,2.05873,4.02383,2.28418,0.00030955,0.00030955,0.00030955
22,99.4529,1.82028,3.85784,1.66356,0.00259,0.5,0.4975,0.2985,2.05873,4.02383,2.28418,0.000314008,0.000314008,0.000314008
23,103.76,1.88002,3.53174,1.60031,0.00259,0.5,0.4975,0.2985,2.05873,4.02383,2.28418,0.000317475,0.000317475,0.000317475
24,108.42,0.9974,2.85094,1.41556,0.00259,0.5,0.4975,0.2985,2.05873,4.02383,2.28418,0.000319953,0.000319953,0.000319953
25,112.937,1.54443,3.26529,1.69339,0.00224,0.5,0.24875,0.14925,2.44246,4.43233,2.2437,0.00032144,0.00032144,0.00032144
26,117.654,2.05414,3.90966,1.82072,0.00224,0.5,0.24875,0.14925,2.44246,4.43233,2.2437,0.000321938,0.000321938,0.000321938
27,121.959,1.50335,3.1707,1.4777,0.00224,0.5,0.24875,0.14925,2.44246,4.43233,2.2437,0.000321445,0.000321445,0.000321445
28,126.44,1.79004,3.16665,1.69684,0.00224,0.5,0.24875,0.14925,2.44246,4.43233,2.2437,0.000319962,0.000319962,0.000319962
29,130.956,1.38413,3.25833,1.50974,0.00224,0.5,0.24875,0.14925,2.44246,4.43233,2.2437,0.00031749,0.00031749,0.00031749
30,135.331,1.87348,3.57716,1.66974,0.00209,0.5,0.12437,0.0995,2.47947,4.3449,2.41147,0.000314028,0.000314028,0.000314028
31,139.98,1.44062,3.20024,1.50497,0.00209,0.5,0.12437,0.0995,2.47947,4.3449,2.41147,0.000309575,0.000309575,0.000309575
32,144.242,1.7054,3.24276,1.64028,0.00209,0.5,0.12437,0.0995,2.47947,4.3449,2.41147,0.000304132,0.000304132,0.000304132
33,148.715,1.54943,2.94976,1.40699,0.00209,0.5,0.12437,0.0995,2.47947,4.3449,2.41147,0.0002977,0.0002977,0.0002977
34,152.973,1.48927,3.15857,1.50853,0.00209,0.5,0.12437,0.0995,2.47947,4.3449,2.41147,0.000290277,0.000290277,0.000290277
35,157.538,1.46971,2.98526,1.50037,0.00209,0.5,0.12437,0.0995,2.47947,4.3449,2.41147,0.000281865,0.000281865,0.000281865
36,162.207,1.6274,3.50794,1.58511,0.00217,0.5,0.24875,0.17413,1.78312,4.52525,1.97039,0.000272463,0.000272463,0.000272463
37,166.402,1.52418,2.9337,1.4285,0.00217,0.5,0.24875,0.17413,1.78312,4.52525,1.97039,0.00026207,0.00026207,0.00026207
38,170.83,1.45204,2.49104,1.53561,0.00217,0.5,0.24875,0.17413,1.78312,4.52525,1.97039,0.000250687,0.000250687,0.000250687
39,175.537,1.49912,3.47598,1.25479,0.00217,0.5,0.24875,0.17413,1.78312,4.52525,1.97039,0.000238315,0.000238315,0.000238315
40,179.956,1.34647,2.53613,1.21875,0.00217,0.5,0.24875,0.17413,1.78312,4.52525,1.97039,0.000224952,0.000224952,0.000224952
41,184.35,1.68884,3.25186,1.49175,0.00217,0.5,0.24875,0.17413,1.78312,4.52525,1.97039,0.0002106,0.0002106,0.0002106
42,188.843,1.86478,3.22542,1.69867,0.00217,0.5,0.24875,0.17413,1.78312,4.52525,1.97039,0.000195258,0.000195258,0.000195258
43,193.351,1.55993,3.11991,1.50187,0.00216,0.5,0.4975,0.398,1.90453,4.26945,2.037,0.000178925,0.000178925,0.000178925
44,197.83,1.86067,3.54176,1.67392,0.00216,0.5,0.4975,0.398,1.90453,4.26945,2.037,0.000161603,0.000161603,0.000161603
45,202.328,1.15979,3.2429,1.25595,0.00216,0.5,0.4975,0.398,1.90453,4.26945,2.037,0.00014329,0.00014329,0.00014329
46,206.783,1.73645,3.49489,1.73953,0.00216,0.5,0.4975,0.398,1.90453,4.26945,2.037,0.000123987,0.000123987,0.000123987
47,211.232,1.40501,2.89364,1.35862,0.00216,0.5,0.4975,0.398,1.90453,4.26945,2.037,0.000103695,0.000103695,0.000103695
48,215.443,1.75835,3.66179,1.67333,0.00216,0.5,0.4975,0.398,1.90453,4.26945,2.037,8.24125e-05,8.24125e-05,8.24125e-05
49,220.099,2.11489,3.28635,1.69857,0.00216,0.5,0.4975,0.398,1.90453,4.26945,2.037,6.014e-05,6.014e-05,6.014e-05
50,224.58,1.46133,3.43734,1.52476,0.00216,0.5,0.4975,0.398,1.90453,4.26945,2.037,3.68775e-05,3.68775e-05,3.68775e-05
